Misin01G000100	AT1G09020
Misin07G167600	AT2G35736
Misin07G167700	AT3G22480
Misin07G167800	AT3G47420
Misin07G167900	AT3G60600
Misin07G168000	AT1G26880
Misin07G168100	AT5G47470
Misin07G168200	AT1G63990
Misin07G168300	None
Misin07G168400	AT4G01370
Misin07G168500	AT1G79730
Misin07G168600	AT3G61460
Misin07G168700	AT1G17080
Misin07G168800	None
Misin07G168900	AT5G19000
Misin07G169000	AT5G19000
Misin07G169100	AT5G19000
Misin07G169200	AT4G05497
Misin07G169300	None
Misin07G169400	AT1G65270
Misin07G169500	AT1G55750
Misin07G169600	AT1G15910
Misin07G169700	None
Misin07G169800	AT3G62000
Misin07G169900	AT4G12420
Misin07G170000	AT1G12230
Misin07G170100	AT5G55310
Misin07G170200	AT5G55300
Misin07G170200	AT5G55310
Misin07G170300	AT1G03330
Misin07G170400	AT4G22540
Misin07G170500	AT1G08590
Misin07G170600	AT1G63780
Misin07G170700	AT1G63780
Misin07G170800	AT4G00170
Misin07G170900	AT1G12110
Misin07G171000	AT4G35800
Misin07G171100	None
Misin07G171200	AT5G19000
Misin07G171300	AT1G30820
Misin07G171400	None
Misin07G171500	AT4G38120
Misin07G171600	AT1G33230
Misin07G171700	AT1G63350
Misin07G171800	None
Misin07G171900	AT5G53150
Misin07G172000	None
Misin07G172100	AT5G23450
Misin07G172200	AT1G06050
Misin07G172300	None
Misin07G172400	AT2G39170
Misin07G172500	None
Misin07G172600	None
Misin07G172700	AT4G00160
Misin07G172800	None
Misin07G172900	None
Misin07G173000	None
Misin07G173100	None
Misin07G173200	None
Misin07G173300	AT3G21360
Misin07G173400	None
Misin07G173500	None
Misin07G173600	AT4G10380
Misin07G173700	AT4G10380
Misin07G173800	AT2G33840
Misin07G173900	None
Misin07G174000	None
Misin07G174100	None
Misin07G174200	None
Misin07G174300	AT5G27120
Misin07G174400	AT4G36290
Misin07G174500	None
Misin07G174600	None
Misin07G174700	AT5G61620
Misin07G174800	AT1G63910
Misin07G174900	None
Misin07G175000	AT1G01500
Misin07G175100	AT4G01270
Misin07G175200	AT1G63940
Misin07G175300	AT4G10380
Misin07G175400	AT2G22360
Misin07G175500	AT2G37710
Misin07G175600	AT2G37710
Misin07G175700	AT5G45540
Misin07G175800	AT2G37250
Misin07G175900	None
Misin07G176000	AT5G45540
Misin07G176100	AT5G45540
Misin07G176200	AT4G19080
Misin07G176300	AT1G21270
Misin07G176400	AT1G21250
Misin07G176500	AT2G37710
Misin07G176600	None
Misin07G176700	AT5G61480
Misin07G176800	AT4G17370
Misin07G176900	AT5G19000
Misin07G177000	AT1G78440
Misin07G177100	AT5G47390
Misin07G177200	AT5G51180
Misin07G177300	AT4G16820
Misin07G177400	AT1G03520
Misin07G177500	None
Misin07G177600	AT3G13682
Misin07G177700	AT3G48425
Misin07G177800	None
Misin07G177900	None
Misin07G178000	AT5G55490
Misin07G178100	None
Misin07G178200	AT3G18640
Misin07G178300	AT3G06040
Misin07G178400	AT4G27070
Misin07G178500	AT4G04890
Misin07G178600	None
Misin07G178700	AT3G20740
Misin07G178800	None
Misin07G178900	AT3G20740
Misin07G179000	None
Misin07G179100	None
Misin07G179200	None
Misin07G179300	None
Misin07G179400	AT4G15240
Misin07G179500	AT3G27200
Misin07G179600	None
Misin07G179700	None
Misin07G179800	AT2G32300
Misin07G179900	AT2G32300
Misin07G180000	AT5G22540
Misin07G180100	AT2G32300
Misin07G180200	None
Misin07G180300	AT5G54680
Misin07G180400	AT5G50390
Misin07G180500	AT2G32280
Misin07G180600	AT5G54590
Misin07G180700	AT2G16390
Misin07G180800	None
Misin07G180900	AT4G04780
Misin07G181000	AT1G78520
Misin07G181000	AT2G43670
Misin07G181100	AT1G79380
Misin07G181200	AT3G07060
Misin07G181300	None
Misin07G181400	AT1G53660
Misin07G181500	AT5G66180
Misin07G181600	AT2G15050
Misin07G181700	AT1G01280
Misin07G181800	AT1G53600
Misin07G181900	AT4G21060
Misin07G182000	AT1G30440
Misin07G182100	AT4G13030
Misin07G182200	AT2G40010
Misin07G182300	AT1G30520
Misin07G182400	AT1G30540
Misin07G182500	AT4G20380
Misin07G182600	AT2G04305
Misin07G182700	AT1G79070
Misin07G182800	None
Misin07G182900	AT4G24220
Misin07G183000	None
Misin07G183100	AT4G34139
Misin07G183200	AT1G66950
Misin07G183300	None
Misin07G183400	AT1G04950
Misin07G183500	AT3G14110
Misin07G183600	None
Misin07G183700	AT2G27210
Misin07G183800	AT5G08560
Misin07G183900	AT3G25690
Misin07G184000	AT1G32730
Misin07G184100	AT3G09410
Misin07G184200	None
Misin07G184300	None
Misin07G184400	AT2G39760
Misin07G184500	AT3G16520
Misin07G184600	AT3G21800
Misin07G184700	AT4G37920
Misin07G184800	AT1G51990
Misin07G184900	AT1G13180
Misin07G185000	AT1G67570
Misin07G185100	None
Misin07G185200	AT1G51540
Misin07G185300	AT1G22040
Misin07G185400	AT3G07040
Misin07G185500	AT1G65660
Misin07G185600	AT1G08640
Misin07G185700	AT1G67600
Misin07G185800	None
Misin07G185900	AT5G14270
Misin07G186000	AT5G40780
Misin07G186100	AT5G40780
Misin07G186200	AT5G40780
Misin07G186300	AT5G40780
Misin07G186400	AT5G40780
Misin07G186500	None
Misin07G186600	AT3G04120
Misin07G186700	AT1G49770
Misin07G186800	AT5G49220
Misin07G186900	AT2G31820
Misin07G187000	None
Misin07G187100	AT4G39300
Misin07G187200	None
Misin07G187300	AT3G05660
Misin07G187400	AT4G15415
Misin07G187500	AT2G12190
Misin07G187600	None
Misin07G187700	AT5G40720
Misin07G187800	AT3G27160
Misin07G187900	AT5G19000
Misin07G188000	None
Misin07G188100	None
Misin07G188200	None
Misin07G188300	AT1G20920
Misin07G188400	AT5G63190
Misin07G188500	AT4G24790
Misin07G188600	AT5G40650
Misin07G188700	AT1G67740
Misin07G188800	AT5G14370
Misin07G188900	AT5G14250
Misin07G189000	AT3G14470
Misin07G189000	AT3G46530
Misin07G189100	AT3G14470
Misin07G189200	AT3G14470
Misin07G189300	AT3G01820
Misin07G189400	AT1G75580
Misin07G189500	AT3G54740
Misin07G189600	None
Misin07G189700	AT3G11400
Misin07G189800	None
Misin07G189900	AT5G22540
Misin07G190000	AT2G17080
Misin07G190100	AT2G17080
Misin07G190200	AT2G17070
Misin07G190300	None
Misin07G190400	AT2G17080
Misin07G190500	AT2G17080
Misin07G190600	AT2G17080
Misin07G190700	AT2G17080
Misin07G190800	AT2G17080
Misin07G190900	AT2G17080
Misin07G191000	AT2G17080
Misin07G191100	None
Misin07G191200	None
Misin07G191300	AT1G10370
Misin07G191400	AT2G17080
Misin07G191500	AT2G21210
Misin07G191600	AT4G12080
Misin07G191700	None
Misin07G191800	AT4G39160
Misin07G191900	None
Misin07G192000	AT1G51340
Misin07G192100	None
Misin07G192200	AT1G12420
Misin07G192300	AT2G21210
Misin07G192400	None
Misin07G192500	AT3G07040
Misin07G192600	None
Misin07G192700	AT2G23093
Misin07G192800	None
Misin07G192900	AT2G41220
Misin07G193000	AT3G50950
Misin07G193100	None
Misin07G193200	AT5G51560
Misin07G193300	AT1G12310
Misin07G193400	AT4G00100
Misin07G193500	AT3G55480
Misin07G193600	AT5G05920
Misin07G193700	AT3G22300
Misin07G193800	AT4G00100
Misin07G193900	AT1G01080
Misin07G194000	AT3G63480
Misin07G194100	None
Misin07G194200	AT1G32930
Misin07G194300	AT5G24740
Misin07G194400	AT5G24740
Misin07G194500	AT5G24510
Misin07G194600	AT3G45100
Misin07G194700	AT4G22660
Misin07G194800	AT4G10610
Misin07G194900	AT2G46770
Misin07G195000	None
Misin07G195100	AT1G34350
Misin07G195200	AT1G71930
Misin07G195300	AT1G21780
Misin07G195400	AT4G36945
Misin07G195500	AT1G21210
Misin07G195500	AT1G21240
Misin07G195600	AT5G50020
Misin07G195700	AT1G25280
Misin07G195800	None
Misin07G195900	AT2G17700
Misin07G196000	AT3G26420
Misin07G196100	AT3G18690
Misin07G196200	None
Misin07G196300	AT2G17700
Misin07G196400	AT2G17700
Misin07G196500	AT3G26420
Misin07G196600	AT2G35420
Misin07G196700	AT3G18690
Misin07G196800	AT1G71050
Misin07G196900	None
Misin07G197000	AT3G44220
Misin07G197100	AT2G35460
Misin07G197200	None
Misin07G197300	AT5G04820
Misin07G197400	AT1G73780
Misin07G197500	AT3G44330
Misin07G197600	None
Misin07G197700	None
Misin07G197800	AT1G26220
Misin07G197900	None
Misin07G198000	AT5G22360
Misin07G198100	AT5G23850
Misin07G198200	AT5G23850
Misin07G198300	AT4G25570
Misin07G198400	AT3G48900
Misin07G198500	AT3G28670
Misin07G198600	AT3G15380
Misin07G198700	None
Misin07G198800	AT5G23420
Misin07G198900	AT3G24650
Misin07G199000	AT5G23150
Misin07G199100	AT5G49220
Misin07G199200	AT1G60670
Misin07G199300	AT4G34100
Misin07G199400	AT1G72210
Misin07G199500	AT2G32300
Misin07G199600	AT2G46550
Misin07G199700	AT4G09040
Misin07G199800	AT2G14095
Misin07G199900	None
Misin07G200000	AT3G11560
Misin07G200100	AT5G64300
Misin07G200200	AT5G64290
Misin07G200300	AT5G64290
Misin07G200400	AT4G40060
Misin07G200500	None
Misin07G200600	AT5G42340
Misin07G200700	AT1G09410
Misin07G200800	AT4G40020
Misin07G200900	AT1G78300
Misin07G201000	AT5G15120
Misin07G201100	AT1G21270
Misin07G201200	AT2G22400
Misin07G201300	AT2G44730
Misin07G201400	AT5G64250
Misin07G201500	AT5G64250
Misin07G201600	AT5G10310
Misin07G201700	None
Misin07G201800	None
Misin07G201900	AT4G33520
Misin07G202000	AT5G64200
Misin07G202100	AT1G34670
Misin07G202200	AT5G38790
Misin07G202300	None
Misin07G202400	AT3G30530
Misin07G202500	None
Misin07G202600	AT3G02530
Misin07G202600	AT5G16070
Misin07G202700	AT3G02340
Misin07G202800	None
Misin07G202900	AT1G68920
Misin07G203000	None
Misin07G203100	AT2G04030
Misin07G203200	AT3G01690
Misin07G203300	AT1G73880
Misin07G203400	AT1G21780
Misin07G203500	AT4G36945
Misin07G203600	AT1G21230
Misin07G203700	AT4G24630
Misin07G203800	AT1G25280
Misin07G203900	None
Misin07G204000	AT1G34350
Misin07G204100	AT4G13310
Misin07G204200	AT3G26300
Misin07G204300	AT2G36740
Misin07G204400	AT5G39450
Misin07G204500	AT1G77250
Misin07G204600	AT1G77610
Misin07G204700	AT1G22030
Misin07G204800	AT1G71010
Misin07G204900	AT1G60950
Misin07G205000	AT1G60950
Misin07G205100	AT1G60950
Misin07G205200	AT1G71980
Misin07G205300	AT1G48110
Misin07G205400	None
Misin07G205500	None
Misin07G205600	None
Misin07G205700	AT1G61360
Misin07G205700	AT1G61500
Misin07G205700	AT4G21400
Misin07G205800	None
Misin07G205900	AT1G69340
Misin07G206000	AT5G43470
Misin07G206100	AT3G07040
Misin07G206200	AT5G48620
Misin07G206300	None
Misin07G206400	None
Misin07G206500	AT5G24090
Misin07G206600	AT1G31130
Misin07G206700	None
Misin07G206800	AT4G33440
Misin07G206900	AT5G25160
Misin07G207000	AT2G16390
Misin07G207100	AT2G33760
Misin07G207200	AT1G43860
Misin07G207300	AT2G13650
Misin07G207400	None
Misin07G207500	AT3G05390
Misin07G207600	None
Misin07G207700	None
Misin07G207800	AT1G17240
Misin07G207900	AT1G19025
Misin07G208000	AT1G02140
Misin07G208100	AT5G64620
Misin07G208200	AT5G64620
Misin07G208300	None
Misin07G208400	AT1G21360
Misin07G208500	None
Misin07G208600	AT5G63640
Misin07G208700	AT1G22620
Misin07G208800	AT1G64140
Misin07G208900	None
Misin07G209000	AT5G63620
Misin07G209100	AT2G32780
Misin07G209200	AT4G00830
Misin07G209300	None
Misin07G209400	AT1G58025
Misin07G209500	AT5G47850
Misin07G209600	AT3G61660
Misin07G209700	AT2G02570
Misin07G209800	None
Misin07G209900	None
Misin07G210000	None
Misin07G210100	AT5G02700
Misin07G210200	None
Misin07G210300	AT3G46730
Misin07G210400	AT3G54360
Misin07G210500	AT4G09900
Misin07G210600	AT4G10170
Misin07G210700	AT3G14460
Misin07G210800	AT1G10280
Misin07G210900	AT2G23140
Misin07G211000	AT1G31480
Misin07G211100	AT4G10070
Misin07G211200	AT1G33700
Misin07G211300	AT3G32940
Misin07G211400	None
Misin07G211500	AT5G26751
Misin07G211600	None
Misin07G211700	AT5G05610
Misin07G211800	None
Misin07G211900	None
Misin07G212000	None
Misin07G212100	None
Misin07G212200	AT4G19050
Misin07G212300	AT4G11630
Misin07G212400	AT5G67150
Misin07G212500	AT1G71490
Misin07G212600	AT3G07040
Misin07G212700	AT4G03110
Misin07G212800	None
Misin07G212900	AT4G10260
Misin07G213000	AT4G24270
Misin07G213100	AT3G07370
Misin07G213200	AT4G01240
Misin07G213300	AT1G62310
Misin07G213400	None
Misin07G213500	None
Misin07G213600	AT3G07040
Misin07G213700	AT4G33420
Misin07G213800	AT1G71691
Misin07G213900	None
Misin07G214000	None
Misin07G214100	None
Misin07G214200	None
Misin07G214300	AT1G08480
Misin07G214400	AT1G71692
Misin07G214500	AT1G33810
Misin07G214600	AT3G63190
Misin07G214700	AT1G53050
Misin07G214800	None
Misin07G214900	AT1G13190
Misin07G215000	AT5G03650
Misin07G215100	AT5G55670
Misin07G215200	None
Misin07G215300	AT5G26667
Misin07G215400	AT1G21340
Misin07G215500	AT1G69010
Misin07G215600	AT4G35280
Misin07G215700	AT4G23890
Misin07G215800	AT1G13640
Misin07G215900	AT4G17486
Misin07G216000	None
Misin07G216100	AT1G13635
Misin07G216200	AT5G55730
Misin07G216300	None
Misin07G216400	None
Misin07G216500	None
Misin07G216600	None
Misin07G216700	AT3G45980
Misin07G216800	None
Misin07G216900	None
Misin07G217000	AT5G55730
Misin07G217100	None
Misin07G217200	AT5G59910
Misin07G217300	AT5G47750
Misin07G217400	AT5G55930
Misin07G217500	AT3G13224
Misin07G217600	AT5G56820
Misin07G217700	AT1G03370
Misin07G217800	AT1G03370
Misin07G217900	AT1G03370
Misin07G218000	AT2G04240
Misin07G218100	AT5G53070
Misin07G218200	AT3G11480
Misin07G218300	None
Misin07G218400	None
Misin07G218500	AT5G08290
Misin07G218600	AT5G56040
Misin07G218700	AT1G49540
Misin07G218800	AT4G26490
Misin07G218900	AT1G77980
Misin07G219000	AT2G27690
Misin07G219100	AT5G14420
Misin07G219200	AT5G14420
Misin07G219300	AT1G55760
Misin07G219400	AT3G28410
Misin07G219500	AT1G55740
Misin07G219600	AT5G19000
Misin07G219700	AT5G56090
Misin07G219800	None
Misin07G219900	AT1G56170
Misin07G220000	AT5G56120
Misin07G220100	AT5G25610
Misin07G220200	AT1G55620
Misin07G220300	AT4G12650
Misin07G220400	AT4G39170
Misin07G220500	AT3G13340
Misin07G220600	AT4G26455
Misin07G220700	None
Misin07G220800	AT4G34050
Misin07G220900	AT2G03200
Misin07G221000	None
Misin07G221100	AT3G05200
Misin07G221200	None
Misin07G221300	AT5G56220
Misin07G221400	AT1G55620
Misin07G221500	None
Misin07G221600	None
Misin07G221700	AT5G56270
Misin07G221800	AT1G80150
Misin07G221900	AT5G66330
Misin07G222000	AT5G56280
Misin07G222100	None
Misin07G222200	AT4G34050
Misin07G222300	AT4G27670
Misin07G222400	AT3G05650
Misin07G222500	AT5G56290
Misin07G222600	AT2G44200
Misin07G222700	AT1G16220
Misin07G222800	AT1G02290
Misin07G222900	AT2G44880
Misin07G223000	AT5G56000
Misin07G223100	AT2G36690
Misin07G223200	AT5G35690
Misin07G223300	AT1G21240
Misin07G223400	AT2G39780
Misin07G223500	None
Misin07G223600	None
Misin07G223700	AT1G21270
Misin07G223800	None
Misin07G223900	AT1G21250
Misin07G224000	AT1G21270
Misin07G224100	None
Misin07G224200	None
Misin07G224300	AT1G21210
Misin07G224400	AT1G21240
Misin07G224500	AT4G37640
Misin07G224600	None
Misin07G224700	AT5G55390
Misin07G224800	None
Misin07G224900	AT2G04780
Misin07G225000	AT2G44310
Misin07G225100	AT2G44310
Misin07G225200	AT2G44310
Misin07G225300	AT1G21230
Misin07G225400	AT1G16260
Misin07G225500	None
Misin07G225600	AT1G21270
Misin07G225700	None
Misin07G225800	AT2G04780
Misin07G225900	None
Misin07G226000	AT1G16260
Misin07G226100	AT5G02810
Misin07G226200	None
Misin07G226300	None
Misin07G226400	AT1G21210
Misin07G226500	AT1G21240
Misin07G226600	AT2G13360
Misin07G226700	AT1G21240
Misin07G226800	AT1G21270
Misin07G226900	AT1G21230
Misin07G227000	AT1G21230
Misin07G227100	AT1G26750
Misin07G227200	None
Misin07G227300	AT4G22360
Misin07G227400	None
Misin07G227500	None
Misin07G227600	None
Misin07G227700	None
Misin07G227800	AT5G55480
Misin07G227900	None
Misin07G228000	AT4G12570
Misin07G228100	AT1G22540
Misin07G228200	AT5G47560
Misin07G228300	AT5G55500
Misin07G228400	AT4G02630
Misin07G228500	AT5G57350
Misin07G228600	None
Misin07G228700	AT3G57670
Misin07G228800	AT4G03240
Misin07G228900	None
Misin07G229000	AT3G12610
Misin07G229100	AT2G42320
Misin07G229200	AT5G56710
Misin07G229300	AT4G28706
Misin07G229400	AT2G11810
Misin07G229500	AT1G17750
Misin07G229600	AT3G57810
Misin07G229700	AT2G42290
Misin07G229800	AT5G26880
Misin07G229900	AT2G25070
Misin07G230000	AT2G42280
Misin07G230100	AT5G12900
Misin07G230200	None
Misin07G230300	AT3G20810
Misin07G230400	AT1G73730
Misin07G230500	None
Misin07G230600	AT3G59140
Misin07G230700	None
Misin07G230800	None
Misin07G230900	AT3G45140
Misin07G231000	AT3G57910
Misin07G231100	AT2G42200
Misin07G231200	AT2G42190
Misin07G231300	AT1G76420
Misin07G231400	None
Misin07G231500	None
Misin07G231600	AT4G35470
Misin07G231700	AT2G17350
Misin07G231800	AT2G03880
Misin07G231900	None
Misin07G232000	None
Misin07G232100	AT4G38220
Misin07G232200	AT2G03880
Misin07G232300	AT2G17350
Misin07G232400	None
Misin07G232500	AT4G35470
Misin07G232600	AT1G21270
Misin07G232700	AT1G21240
Misin07G232800	AT5G60040
Misin07G232800	None
Misin07G232900	AT3G46530
Misin07G233000	AT1G21230
Misin07G233100	AT1G21240
Misin07G233200	None
Misin07G233300	AT4G35320
Misin07G233400	AT1G76420
Misin07G233500	None
Misin07G233600	AT3G57980
Misin07G233700	AT5G13020
Misin07G233800	AT3G55290
Misin07G233900	AT4G13420
Misin07G234000	AT3G22450
Misin07G234100	None
Misin07G234200	AT4G38213
Misin07G234300	AT3G56891
Misin07G234400	AT5G12210
Misin07G234500	AT2G33620
Misin07G234600	AT1G76450
Misin07G234700	AT4G38180
Misin07G234800	None
Misin07G234900	None
Misin07G235000	AT1G20930
Misin07G235100	None
Misin07G235200	AT1G76490
Misin07G235300	AT2G33585
Misin07G235400	AT5G63870
Misin07G235500	AT1G76560
Misin07G235600	AT1G72550
Misin07G235700	None
Misin07G235800	AT3G59990
Misin07G235900	AT5G06740
Misin07G236000	AT5G19000
Misin07G236100	None
Misin07G236200	None
Misin07G236300	AT5G66600
Misin07G236400	AT4G38160
Misin07G236500	AT4G35420
Misin07G236600	AT5G25070
Misin07G236700	AT1G76700
Misin07G236800	AT1G05850
Misin07G236900	AT4G32320
Misin07G237000	AT4G31115
Misin07G237100	AT1G71520
Misin07G237200	AT4G31060
Misin07G237300	AT4G31060
Misin07G237400	AT1G67325
Misin07G237500	AT2G21080
Misin07G237600	AT5G35390
Misin07G237700	None
Misin07G237800	AT4G31330
Misin07G237900	AT1G68400
Misin07G238000	AT2G39930
Misin07G238100	AT2G24395
Misin07G238200	AT1G80290
Misin07G238300	AT3G60460
Misin07G238400	None
Misin07G238500	AT5G35330
Misin07G238600	AT2G28060
Misin07G238700	AT5G17540
Misin07G238800	None
Misin07G238900	AT2G24395
Misin07G239000	None
Misin07G239100	None
Misin07G239200	AT1G19220
Misin07G239300	AT5G04610
Misin07G239400	AT4G30820
Misin07G239500	None
Misin07G239600	AT1G17370
Misin07G239700	AT3G42630
Misin07G239800	AT1G78910
Misin07G239900	AT3G20240
Misin07G240000	AT4G31540
Misin07G240100	AT3G20250
Misin07G240200	None
Misin07G240300	AT5G18980
Misin07G240400	AT5G18980
Misin07G240500	AT2G19090
Misin07G240600	None
Misin07G240700	AT3G20260
Misin07G240800	None
Misin07G240900	AT2G24420
Misin07G241000	AT4G19650
Misin07G241100	AT4G29950
Misin07G241200	None
Misin07G241300	AT4G18750
Misin07G241400	AT5G56940
Misin07G241500	AT1G75800
Misin07G241600	AT5G57240
Misin07G241700	AT3G17365
Misin07G241800	AT1G51560
Misin07G241900	AT2G27100
Misin07G242000	AT2G39760
Misin07G242100	AT5G57110
Misin07G242200	AT3G26660
Misin07G242300	AT4G32300
Misin07G242400	AT5G24890
Misin07G242500	None
Misin07G242600	AT5G19000
Misin07G242700	AT3G06190
Misin07G242800	AT3G06190
Misin07G242900	AT5G19000
Misin07G243000	AT5G19000
Misin07G243100	AT5G19000
Misin07G243200	AT5G19000
Misin07G243300	AT3G06190
Misin07G243400	None
Misin07G243500	AT5G19000
Misin07G243600	None
Misin07G243700	AT3G06190
Misin07G243800	AT5G19000
Misin07G243900	AT3G45980
Misin07G244000	AT1G65580
Misin07G244100	AT3G25290
Misin07G244200	AT3G07390
Misin07G244300	AT4G18100
Misin07G244400	AT5G48560
Misin07G244500	AT1G19715
Misin07G244600	AT2G43130
Misin07G244700	AT4G18100
Misin07G244800	None
Misin07G244900	None
Misin07G245000	None
Misin07G245100	AT3G25230
Misin07G245200	None
Misin07G245300	AT3G07320
Misin07G245400	AT5G43490
Misin07G245500	AT3G23820
Misin07G245600	AT3G25070
Misin07G245700	AT3G26560
Misin07G245800	AT1G04850
Misin07G245900	None
Misin07G246000	AT2G32780
Misin07G246100	None
Misin07G246200	AT3G21630
Misin07G246300	None
Misin07G246400	AT5G19980
Misin07G246500	AT1G78750
Misin07G246600	None
Misin07G246700	AT3G50120
Misin07G246800	AT1G29880
Misin07G246900	AT5G13330
Misin07G247000	AT3G14470
Misin07G247100	AT1G52630
Misin07G247200	AT1G28120
Misin07G247300	AT5G13300
Misin07G247400	AT3G14470
Misin07G247500	AT1G60730
Misin07G247600	AT4G14960
Misin07G247700	None
Misin07G247800	None
Misin07G247900	AT4G35900
Misin07G248000	AT1G54630
Misin07G248100	AT2G16730
Misin07G248200	AT4G35000
Misin07G248300	AT2G16720
Misin07G248400	AT3G46640
Misin07G248500	None
Misin07G248600	AT5G66140
Misin07G248700	AT3G54630
Misin07G248800	AT1G64295
Misin07G248900	AT4G12350
Misin07G249000	AT4G38790
Misin07G249100	AT3G19910
Misin07G249200	AT2G17880
Misin07G249300	AT3G54630
Misin07G249400	None
Misin07G249500	AT4G34940
Misin07G249600	AT4G36000
Misin07G249700	AT5G61430
Misin07G249800	AT5G66350
Misin07G249900	AT2G45600
Misin07G250000	AT1G05520
Misin07G250100	AT1G72570
Misin07G250200	None
Misin07G250300	AT4G12320
Misin07G250400	AT5G66310
Misin07G250500	AT3G13880
Misin07G250600	None
Misin07G250700	None
Misin07G250800	AT2G46660
Misin07G250900	AT3G49350
Misin07G251000	None
Misin07G251100	AT5G24400
Misin07G251200	AT1G21320
Misin07G251300	AT3G62120
Misin07G251400	AT5G62020
Misin07G251500	None
Misin07G251600	AT1G63120
Misin07G251700	AT4G11740
Misin07G251800	AT5G52160
Misin07G251900	AT4G33865
Misin07G252000	AT5G52060
Misin07G252100	AT1G47710
Misin07G252200	AT1G47710
Misin07G252300	AT1G47710
Misin07G252400	None
Misin07G252500	None
Misin07G252600	AT5G52030
Misin07G252700	AT5G51990
Misin07G252800	AT5G51990
Misin07G252900	AT5G51970
Misin07G253000	AT5G51920
Misin07G253100	AT4G11820
Misin07G253200	AT2G45680
Misin07G253300	AT1G66950
Misin07G253400	AT2G36380
Misin07G253500	AT4G38900
Misin07G253600	None
Misin07G253700	AT3G29230
Misin07G253800	AT4G00870
Misin07G253900	AT5G53620
Misin07G254000	AT3G14470
Misin07G254100	AT3G14470
Misin07G254200	AT2G40070
Misin07G254300	AT2G43970
Misin07G254400	AT2G31820
